c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19760507010379A,"LEFT ENG OIL SUPPLY EXHAUSTED.GEAR-UP LDG IN MESQUITE BRUSH.DENSITY ALT,7200FT. HIGH OIL USAGE ENG                 ",[],"[('LDG', 'ORG'), ('MESQUITE', 'GPE')]","[('LEFT', 'ADJ'), ('ENG', 'PROPN'), ('OIL', 'PROPN'), ('SUPPLY', 'PROPN'), ('EXHAUSTED.GEAR', 'PROPN'), ('-', 'PUNCT'), ('UP', 'PROPN'), ('LDG', 'PROPN'), ('IN', 'ADP'), ('MESQUITE', 'PROPN'), ('BRUSH.DENSITY', 'PROPN'), ('ALT,7200FT', 'PROPN'), ('.', 'PUNCT'), ('HIGH', 'ADJ'), ('OIL', 'NOUN'), ('USAGE', 'PROPN'), ('ENG', 'PROPN'), ('                ', 'SPACE')]","['left', 'ENG', 'OIL', 'SUPPLY', 'EXHAUSTED.GEAR', '-', 'UP', 'LDG', 'in', 'MESQUITE', 'BRUSH.DENSITY', 'ALT,7200FT', '.', 'high', 'oil', 'USAGE', 'ENG', '                ']","[('LEFT', 'compound', 'UP'), ('ENG', 'compound', 'UP'), ('OIL', 'compound', 'UP'), ('SUPPLY', 'compound', 'UP'), ('EXHAUSTED.GEAR', 'subtok', '-'), ('-', 'punct', 'UP'), ('UP', 'compound', 'LDG'), ('LDG', 'ROOT', 'LDG'), ('IN', 'prep', 'LDG'), ('MESQUITE', 'compound', 'ALT,7200FT'), ('BRUSH.DENSITY', 'compound', 'ALT,7200FT'), ('ALT,7200FT', 'pobj', 'IN'), ('.', 'punct', 'LDG'), ('HIGH', 'amod', 'ENG'), ('OIL', 'compound', 'USAGE'), ('USAGE', 'compound', 'ENG'), ('ENG', 'ROOT', 'ENG'), ('                ', '', 'ENG')]",0.08,[]
19761022033409A,PLT CONTINUED T/O IFR AFTER WNDSHD & WINDOWS FOGGED UP DURING VFR DEPARTURE.                                       ,[],"[('WNDSHD & WINDOWS', 'ORG')]","[('PLT', 'PROPN'), ('CONTINUED', 'VERB'), ('T', 'PROPN'), ('/', 'SYM'), ('O', 'NOUN'), ('IFR', 'NOUN'), ('AFTER', 'ADP'), ('WNDSHD', 'PROPN'), ('&', 'CCONJ'), ('WINDOWS', 'PROPN'), ('FOGGED', 'VERB'), ('UP', 'ADV'), ('DURING', 'ADP'), ('VFR', 'PROPN'), ('DEPARTURE', 'PROPN'), ('.', 'PUNCT'), ('                                      ', 'SPACE')]","['PLT', 'continue', 'T', '/', 'o', 'ifr', 'after', 'WNDSHD', '&', 'WINDOWS', 'fog', 'up', 'during', 'VFR', 'DEPARTURE', '.', '                                      ']","[('PLT', 'nsubj', 'CONTINUED'), ('CONTINUED', 'ROOT', 'CONTINUED'), ('T', 'nmod', 'IFR'), ('/', 'punct', 'IFR'), ('O', 'compound', 'IFR'), ('IFR', 'dobj', 'CONTINUED'), ('AFTER', 'prep', 'CONTINUED'), ('WNDSHD', 'pobj', 'AFTER'), ('&', 'cc', 'WNDSHD'), ('WINDOWS', 'conj', 'WNDSHD'), ('FOGGED', 'advcl', 'CONTINUED'), ('UP', 'prt', 'FOGGED'), ('DURING', 'prep', 'FOGGED'), ('VFR', 'compound', 'DEPARTURE'), ('DEPARTURE', 'pobj', 'DURING'), ('.', 'punct', 'CONTINUED'), ('                                      ', '', '.')]",0.0,[]
19761021035989A,PLT PREOCCUPIED WITH PREV NOSE WHEEL VIBRATION.DIDN'T OBSERVE GR SAFE LGT. WIND GUSTING 23KTS.                     ,[],"[('PLT PREOCCUPIED WITH PREV NOSE WHEEL', 'ORG')]","[('PLT', 'PROPN'), ('PREOCCUPIED', 'ADJ'), ('WITH', 'ADP'), ('PREV', 'PROPN'), ('NOSE', 'NOUN'), ('WHEEL', 'PROPN'), (""VIBRATION.DIDN'T"", 'NOUN'), ('OBSERVE', 'VERB'), ('GR', 'PROPN'), ('SAFE', 'PROPN'), ('LGT', 'PROPN'), ('.', 'PUNCT'), ('WIND', 'NOUN'), ('GUSTING', 'VERB'), ('23KTS', 'NUM'), ('.', 'PUNCT'), ('                    ', 'SPACE')]","['PLT', 'preoccupied', 'with', 'PREV', 'nose', 'WHEEL', ""vibration.didn't"", 'observe', 'GR', 'SAFE', 'LGT', '.', 'wind', 'guste', '23kts', '.', '                    ']","[('PLT', 'nsubj', 'PREOCCUPIED'), ('PREOCCUPIED', 'ROOT', 'PREOCCUPIED'), ('WITH', 'prep', 'PREOCCUPIED'), ('PREV', 'compound', ""VIBRATION.DIDN'T""), ('NOSE', 'compound', ""VIBRATION.DIDN'T""), ('WHEEL', 'compound', ""VIBRATION.DIDN'T""), (""VIBRATION.DIDN'T"", 'pobj', 'WITH'), ('OBSERVE', 'ROOT', 'OBSERVE'), ('GR', 'compound', 'LGT'), ('SAFE', 'compound', 'LGT'), ('LGT', 'dobj', 'OBSERVE'), ('.', 'punct', 'OBSERVE'), ('WIND', 'npadvmod', 'GUSTING'), ('GUSTING', 'ROOT', 'GUSTING'), ('23KTS', 'dobj', 'GUSTING'), ('.', 'punct', 'GUSTING'), ('                    ', '', '.')]",0.5,[]
19760730023679A,"ELECT SYST WENT DEAD,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED.NOT TIME TO EXT.GEAR MANUALLY.                   ",[],"[('GENERATOR CIRCUIT BREAKER SWITCH', 'ORG')]","[('ELECT', 'PROPN'), ('SYST', 'PROPN'), ('WENT', 'VERB'), ('DEAD', 'ADJ'), (',', 'PUNCT'), ('GENERATOR', 'PROPN'), ('CIRCUIT', 'PROPN'), ('BREAKER', 'NOUN'), ('SWITCH', 'NOUN'), ('NOT', 'ADV'), ('ENGAGED.NOT', 'NOUN'), ('TIME', 'NOUN'), ('TO', 'PART'), ('EXT.GEAR', 'NOUN'), ('MANUALLY', 'ADV'), ('.', 'PUNCT'), ('                  ', 'SPACE')]","['ELECT', 'SYST', 'go', 'dead', ',', 'GENERATOR', 'CIRCUIT', 'breaker', 'switch', 'not', 'engaged.not', 'time', 'to', 'ext.gear', 'manually', '.', '                  ']","[('ELECT', 'compound', 'SYST'), ('SYST', 'nsubj', 'WENT'), ('WENT', 'ROOT', 'WENT'), ('DEAD', 'acomp', 'WENT'), (',', 'punct', 'WENT'), ('GENERATOR', 'compound', 'BREAKER'), ('CIRCUIT', 'compound', 'BREAKER'), ('BREAKER', 'nsubj', 'TIME'), ('SWITCH', 'nmod', 'TIME'), ('NOT', 'neg', 'TIME'), ('ENGAGED.NOT', 'punct', 'TIME'), ('TIME', 'ROOT', 'TIME'), ('TO', 'prep', 'TIME'), ('EXT.GEAR', 'pobj', 'TO'), ('MANUALLY', 'advmod', 'TIME'), ('.', 'punct', 'TIME'), ('                  ', '', '.')]",0.8,[]
19760715023479A,GRASS FIRE ONLY. SKID CAUGHT UNDER REFUELING LINE.                                                                 ,[],[],"[('GRASS', 'PROPN'), ('FIRE', 'PROPN'), ('ONLY', 'ADV'), ('.', 'PUNCT'), ('SKID', 'NOUN'), ('CAUGHT', 'ADV'), ('UNDER', 'ADP'), ('REFUELING', 'NOUN'), ('LINE', 'NOUN'), ('.', 'PUNCT'), ('                                                                ', 'SPACE')]","['GRASS', 'FIRE', 'only', '.', 'skid', 'caught', 'under', 'refueling', 'line', '.', '                                                                ']","[('GRASS', 'compound', 'FIRE'), ('FIRE', 'nsubj', 'ONLY'), ('ONLY', 'ROOT', 'ONLY'), ('.', 'punct', 'ONLY'), ('SKID', 'ROOT', 'SKID'), ('CAUGHT', 'advmod', 'SKID'), ('UNDER', 'prep', 'SKID'), ('REFUELING', 'compound', 'LINE'), ('LINE', 'pobj', 'UNDER'), ('.', 'punct', 'SKID'), ('                                                                ', '', '.')]",0.0,[]
19761119035559A,"BANNER PICK UP,LOOP ON TOW ROPE CAUGHT ON L LNDG GR.PLT UN MAINTAIN FLT.                                           ",[],"[('LOOP ON TOW ROPE', 'ORG'), ('UN MAINTAIN', 'ORG')]","[('BANNER', 'PROPN'), ('PICK', 'VERB'), ('UP', 'PART'), (',', 'PUNCT'), ('LOOP', 'PROPN'), ('ON', 'PROPN'), ('TOW', 'NOUN'), ('ROPE', 'NOUN'), ('CAUGHT', 'PROPN'), ('ON', 'PROPN'), ('L', 'PROPN'), ('LNDG', 'PROPN'), ('GR.PLT', 'PROPN'), ('UN', 'PROPN'), ('MAINTAIN', 'PROPN'), ('FLT', 'PROPN'), ('.', 'PUNCT'), ('                                          ', 'SPACE')]","['BANNER', 'pick', 'up', ',', 'LOOP', 'ON', 'tow', 'rope', 'CAUGHT', 'ON', 'L', 'LNDG', 'GR.PLT', 'UN', 'MAINTAIN', 'FLT', '.', '                                          ']","[('BANNER', 'nsubj', 'PICK'), ('PICK', 'ROOT', 'PICK'), ('UP', 'prt', 'PICK'), (',', 'punct', 'PICK'), ('LOOP', 'npadvmod', 'PICK'), ('ON', 'prep', 'LOOP'), ('TOW', 'compound', 'ROPE'), ('ROPE', 'pobj', 'ON'), ('CAUGHT', 'ROOT', 'CAUGHT'), ('ON', 'ROOT', 'ON'), ('L', 'compound', 'FLT'), ('LNDG', 'compound', 'FLT'), ('GR.PLT', 'compound', 'FLT'), ('UN', 'compound', 'FLT'), ('MAINTAIN', 'compound', 'FLT'), ('FLT', 'pobj', 'ON'), ('.', 'punct', 'ON'), ('                                          ', '', '.')]",0.0,[]
19770225003319A,NO NARRATIVE AVAILABLE                                                                                             ,[],[],"[('NO', 'DET'), ('NARRATIVE', 'NOUN'), ('AVAILABLE', 'ADJ'), ('                                                                                            ', 'SPACE')]","['no', 'narrative', 'available', '                                                                                            ']","[('NO', 'det', 'NARRATIVE'), ('NARRATIVE', 'nsubj', 'AVAILABLE'), ('AVAILABLE', 'ROOT', 'AVAILABLE'), ('                                                                                            ', '', 'AVAILABLE')]",0.4,[]
19770506041719A,"R ENG,L MAG EXCESSIVE DROP. ATTMPTD FEATHER R PROP,UN FEATHER DUE PRESSURE SWITCH MALFUNCTION.                     ",[],"[('L MAG EXCESSIVE DROP', 'ORG'), ('ATTMPTD FEATHER R', 'PERSON'), ('UN', 'ORG')]","[('R', 'PROPN'), ('ENG', 'PROPN'), (',', 'PUNCT'), ('L', 'PROPN'), ('MAG', 'PROPN'), ('EXCESSIVE', 'ADJ'), ('DROP', 'NOUN'), ('.', 'PUNCT'), ('ATTMPTD', 'PROPN'), ('FEATHER', 'PROPN'), ('R', 'NOUN'), ('PROP', 'PROPN'), (',', 'PUNCT'), ('UN', 'PROPN'), ('FEATHER', 'PROPN'), ('DUE', 'ADJ'), ('PRESSURE', 'NOUN'), ('SWITCH', 'NOUN'), ('MALFUNCTION', 'PROPN'), ('.', 'PUNCT'), ('                    ', 'SPACE')]","['R', 'ENG', ',', 'L', 'MAG', 'excessive', 'drop', '.', 'ATTMPTD', 'FEATHER', 'r', 'PROP', ',', 'UN', 'FEATHER', 'due', 'pressure', 'switch', 'MALFUNCTION', '.', '                    ']","[('R', 'compound', 'ENG'), ('ENG', 'ROOT', 'ENG'), (',', 'punct', 'ENG'), ('L', 'compound', 'DROP'), ('MAG', 'compound', 'DROP'), ('EXCESSIVE', 'compound', 'DROP'), ('DROP', 'appos', 'ENG'), ('.', 'punct', 'ENG'), ('ATTMPTD', 'compound', 'PROP'), ('FEATHER', 'compound', 'PROP'), ('R', 'compound', 'PROP'), ('PROP', 'ROOT', 'PROP'), (',', 'punct', 'PROP'), ('UN', 'compound', 'FEATHER'), ('FEATHER', 'nmod', 'MALFUNCTION'), ('DUE', 'amod', 'MALFUNCTION'), ('PRESSURE', 'compound', 'SWITCH'), ('SWITCH', 'compound', 'MALFUNCTION'), ('MALFUNCTION', 'appos', 'PROP'), ('.', 'punct', 'PROP'), ('                    ', '', '.')]",-0.1875,[]
19770120001659A,RUDDER GUST LOCK ENGAGED.ICE ON WINGS.OVERWEIGHT                                                                   ,[],"[('RUDDER GUST LOCK', 'ORG')]","[('RUDDER', 'PROPN'), ('GUST', 'NOUN'), ('LOCK', 'PROPN'), ('ENGAGED.ICE', 'PROPN'), ('ON', 'ADP'), ('WINGS.OVERWEIGHT', 'PROPN'), ('                                                                  ', 'SPACE')]","['RUDDER', 'gust', 'LOCK', 'ENGAGED.ICE', 'on', 'WINGS.OVERWEIGHT', '                                                                  ']","[('RUDDER', 'compound', 'LOCK'), ('GUST', 'compound', 'LOCK'), ('LOCK', 'ROOT', 'LOCK'), ('ENGAGED.ICE', 'subtok', 'ON'), ('ON', 'ROOT', 'ON'), ('WINGS.OVERWEIGHT', 'pobj', 'ON'), ('                                                                  ', '', 'WINGS.OVERWEIGHT')]",0.0,[]
19770702018479A,RUDDER & AIL CTL CABLES LOOSE. R RUDDER CABLE CAUGHT UNDER BATTERY BOX SUPPORT STRUCTURE.                          ,[],"[('RUDDER & AIL CTL', 'ORG'), ('BATTERY', 'ORG')]","[('RUDDER', 'PROPN'), ('&', 'CCONJ'), ('AIL', 'PROPN'), ('CTL', 'PROPN'), ('CABLES', 'PROPN'), ('LOOSE', 'ADJ'), ('.', 'PUNCT'), ('R', 'NOUN'), ('RUDDER', 'NOUN'), ('CABLE', 'NOUN'), ('CAUGHT', 'PROPN'), ('UNDER', 'ADP'), ('BATTERY', 'PROPN'), ('BOX', 'PROPN'), ('SUPPORT', 'PROPN'), ('STRUCTURE', 'PROPN'), ('.', 'PUNCT'), ('                         ', 'SPACE')]","['RUDDER', '&', 'AIL', 'CTL', 'CABLES', 'loose', '.', 'r', 'rudder', 'cable', 'CAUGHT', 'under', 'BATTERY', 'BOX', 'SUPPORT', 'STRUCTURE', '.', '                         ']","[('RUDDER', 'ROOT', 'RUDDER'), ('&', 'cc', 'RUDDER'), ('AIL', 'compound', 'CABLES'), ('CTL', 'compound', 'CABLES'), ('CABLES', 'conj', 'RUDDER'), ('LOOSE', 'ROOT', 'LOOSE'), ('.', 'punct', 'LOOSE'), ('R', 'compound', 'CABLE'), ('RUDDER', 'compound', 'CABLE'), ('CABLE', 'ROOT', 'CABLE'), ('CAUGHT', 'ROOT', 'CAUGHT'), ('UNDER', 'prep', 'CAUGHT'), ('BATTERY', 'compound', 'STRUCTURE'), ('BOX', 'compound', 'STRUCTURE'), ('SUPPORT', 'compound', 'STRUCTURE'), ('STRUCTURE', 'pobj', 'UNDER'), ('.', 'punct', 'CAUGHT'), ('                         ', '', '.')]",-0.0769230769230769,[]
19770814024089A,L MAG INOP.#5 CYL COMPRESSION 25/80.                                                                               ,[],[],"[('L', 'PROPN'), ('MAG', 'PROPN'), ('INOP.#5', 'NOUN'), ('CYL', 'PROPN'), ('COMPRESSION', 'NOUN'), ('25/80', 'NUM'), ('.', 'PUNCT'), ('                                                                              ', 'SPACE')]","['L', 'MAG', 'inop.#5', 'CYL', 'compression', '25/80', '.', '                                                                              ']","[('L', 'compound', 'INOP.#5'), ('MAG', 'compound', 'INOP.#5'), ('INOP.#5', 'compound', 'CYL'), ('CYL', 'nsubj', 'COMPRESSION'), ('COMPRESSION', 'compound', '25/80'), ('25/80', 'ROOT', '25/80'), ('.', 'punct', '25/80'), ('                                                                              ', '', '.')]",0.0,[]
19770530012939A,WRONG PROP INSTALLED                                                                                               ,[],[],"[('WRONG', 'ADJ'), ('PROP', 'NOUN'), ('INSTALLED', 'VERB'), ('                                                                                              ', 'SPACE')]","['wrong', 'prop', 'instal', '                                                                                              ']","[('WRONG', 'amod', 'PROP'), ('PROP', 'compound', 'INSTALLED'), ('INSTALLED', 'ROOT', 'INSTALLED'), ('                                                                                              ', '', 'INSTALLED')]",-0.5,[]
19770528021299A,APRX 1/2 CUPFULL FLUID UNDER R BRAKE PRIOR TO DEPARTURE.                                                           ,[],"[('APRX', 'ORG'), ('CUPFULL', 'ORG')]","[('APRX', 'PROPN'), ('1/2', 'NUM'), ('CUPFULL', 'PROPN'), ('FLUID', 'PROPN'), ('UNDER', 'ADP'), ('R', 'PROPN'), ('BRAKE', 'NOUN'), ('PRIOR', 'ADV'), ('TO', 'ADP'), ('DEPARTURE', 'PROPN'), ('.', 'PUNCT'), ('                                                          ', 'SPACE')]","['APRX', '1/2', 'CUPFULL', 'FLUID', 'under', 'R', 'brake', 'prior', 'to', 'DEPARTURE', '.', '                                                          ']","[('APRX', 'compound', '1/2'), ('1/2', 'nummod', 'FLUID'), ('CUPFULL', 'compound', 'FLUID'), ('FLUID', 'nsubj', 'PRIOR'), ('UNDER', 'prep', 'FLUID'), ('R', 'compound', 'BRAKE'), ('BRAKE', 'pobj', 'UNDER'), ('PRIOR', 'ROOT', 'PRIOR'), ('TO', 'prep', 'PRIOR'), ('DEPARTURE', 'pobj', 'TO'), ('.', 'punct', 'PRIOR'), ('                                                          ', '', '.')]",0.0,[]
19770705018649A,MIXTURE CONTROL BALL BEARING MISSING FROM HANDLE                                                                   ,[],[],"[('MIXTURE', 'ADJ'), ('CONTROL', 'NOUN'), ('BALL', 'NOUN'), ('BEARING', 'NOUN'), ('MISSING', 'VERB'), ('FROM', 'ADP'), ('HANDLE', 'PROPN'), ('                                                                  ', 'SPACE')]","['mixture', 'control', 'ball', 'bearing', 'miss', 'from', 'HANDLE', '                                                                  ']","[('MIXTURE', 'compound', 'BEARING'), ('CONTROL', 'compound', 'BEARING'), ('BALL', 'compound', 'BEARING'), ('BEARING', 'ROOT', 'BEARING'), ('MISSING', 'amod', 'BEARING'), ('FROM', 'prep', 'MISSING'), ('HANDLE', 'pobj', 'FROM'), ('                                                                  ', '', 'HANDLE')]",-0.2,[]
19770622022049A,OIL FILLER CAP MISSING.                                                                                            ,[],[],"[('OIL', 'NOUN'), ('FILLER', 'NOUN'), ('CAP', 'NOUN'), ('MISSING', 'ADJ'), ('.', 'PUNCT'), ('                                                                                           ', 'SPACE')]","['oil', 'filler', 'cap', 'missing', '.', '                                                                                           ']","[('OIL', 'compound', 'CAP'), ('FILLER', 'compound', 'CAP'), ('CAP', 'compound', 'MISSING'), ('MISSING', 'ROOT', 'MISSING'), ('.', 'punct', 'MISSING'), ('                                                                                           ', '', '.')]",-0.2,[]
19770610021339A,ACFT N42807 & N7930C SUBSTANTIALLY DMGD. PLT CONTINUED TAXIING AFTER TOTAL HYD FAILURE.                            ,[],"[('ACFT', 'ORG')]","[('ACFT', 'PROPN'), ('N42807', 'PROPN'), ('&', 'CCONJ'), ('N7930C', 'PROPN'), ('SUBSTANTIALLY', 'PROPN'), ('DMGD', 'PROPN'), ('.', 'PUNCT'), ('PLT', 'PROPN'), ('CONTINUED', 'VERB'), ('TAXIING', 'VERB'), ('AFTER', 'ADP'), ('TOTAL', 'PROPN'), ('HYD', 'PROPN'), ('FAILURE', 'NOUN'), ('.', 'PUNCT'), ('                           ', 'SPACE')]","['ACFT', 'N42807', '&', 'N7930C', 'SUBSTANTIALLY', 'DMGD', '.', 'PLT', 'continue', 'taxi', 'after', 'TOTAL', 'HYD', 'failure', '.', '                           ']","[('ACFT', 'compound', 'N42807'), ('N42807', 'ROOT', 'N42807'), ('&', 'cc', 'N42807'), ('N7930C', 'conj', 'N42807'), ('SUBSTANTIALLY', 'amod', 'DMGD'), ('DMGD', 'ROOT', 'DMGD'), ('.', 'punct', 'DMGD'), ('PLT', 'nsubj', 'CONTINUED'), ('CONTINUED', 'ROOT', 'CONTINUED'), ('TAXIING', 'xcomp', 'CONTINUED'), ('AFTER', 'ROOT', 'AFTER'), ('TOTAL', 'compound', 'FAILURE'), ('HYD', 'compound', 'FAILURE'), ('FAILURE', 'pobj', 'AFTER'), ('.', 'punct', 'AFTER'), ('                           ', '', '.')]",-0.1583333333333333,[]
19770622018359A,PLT DID NOT USE EMERG LNDNG GR EXTNSN AFTER ELECTRICAL PWR FAILURE.                                                ,[],"[('ELECTRICAL PWR FAILURE', 'ORG')]","[('PLT', 'PROPN'), ('DID', 'VERB'), ('NOT', 'ADV'), ('USE', 'VERB'), ('EMERG', 'PROPN'), ('LNDNG', 'PROPN'), ('GR', 'PROPN'), ('EXTNSN', 'PROPN'), ('AFTER', 'ADP'), ('ELECTRICAL', 'PROPN'), ('PWR', 'PROPN'), ('FAILURE', 'PROPN'), ('.', 'PUNCT'), ('                                               ', 'SPACE')]","['PLT', 'do', 'not', 'use', 'EMERG', 'LNDNG', 'GR', 'EXTNSN', 'after', 'ELECTRICAL', 'PWR', 'FAILURE', '.', '                                               ']","[('PLT', 'nsubj', 'USE'), ('DID', 'aux', 'USE'), ('NOT', 'neg', 'USE'), ('USE', 'ROOT', 'USE'), ('EMERG', 'compound', 'EXTNSN'), ('LNDNG', 'compound', 'GR'), ('GR', 'compound', 'EXTNSN'), ('EXTNSN', 'dobj', 'USE'), ('AFTER', 'prep', 'USE'), ('ELECTRICAL', 'compound', 'FAILURE'), ('PWR', 'compound', 'FAILURE'), ('FAILURE', 'pobj', 'AFTER'), ('.', 'punct', 'USE'), ('                                               ', '', '.')]",-0.3166666666666667,[]
19770617020389A,INSUFFICIENT ALTITUDE FOR SUCCESSFUL AUTOROTATION.                                                                 ,[],"[('AUTOROTATION', 'ORG')]","[('INSUFFICIENT', 'ADJ'), ('ALTITUDE', 'NOUN'), ('FOR', 'ADP'), ('SUCCESSFUL', 'ADJ'), ('AUTOROTATION', 'PROPN'), ('.', 'PUNCT'), ('                                                                ', 'SPACE')]","['insufficient', 'altitude', 'for', 'successful', 'AUTOROTATION', '.', '                                                                ']","[('INSUFFICIENT', 'amod', 'ALTITUDE'), ('ALTITUDE', 'ROOT', 'ALTITUDE'), ('FOR', 'ROOT', 'FOR'), ('SUCCESSFUL', 'amod', 'AUTOROTATION'), ('AUTOROTATION', 'pobj', 'FOR'), ('.', 'punct', 'FOR'), ('                                                                ', '', '.')]",0.75,[]
19770530015519A,"CHOKER CABLE STILL CONNECTED TO CARGO HOOK DURING FLT, FREE TO TRAIL IN SLIPSTREAM, STRUCK T/R.                    ",[],"[('SLIPSTREAM', 'ORG')]","[('CHOKER', 'NOUN'), ('CABLE', 'NOUN'), ('STILL', 'ADV'), ('CONNECTED', 'VERB'), ('TO', 'ADP'), ('CARGO', 'NOUN'), ('HOOK', 'PROPN'), ('DURING', 'ADP'), ('FLT', 'PROPN'), (',', 'PUNCT'), ('FREE', 'ADJ'), ('TO', 'ADP'), ('TRAIL', 'NOUN'), ('IN', 'ADP'), ('SLIPSTREAM', 'PROPN'), (',', 'PUNCT'), ('STRUCK', 'VERB'), ('T', 'PROPN'), ('/', 'SYM'), ('R.', 'PROPN'), ('                   ', 'SPACE')]","['choker', 'cable', 'still', 'connect', 'to', 'cargo', 'HOOK', 'during', 'FLT', ',', 'free', 'to', 'trail', 'in', 'SLIPSTREAM', ',', 'strike', 'T', '/', 'R.', '                   ']","[('CHOKER', 'compound', 'CABLE'), ('CABLE', 'nsubj', 'STRUCK'), ('STILL', 'advmod', 'CONNECTED'), ('CONNECTED', 'amod', 'CABLE'), ('TO', 'prep', 'CONNECTED'), ('CARGO', 'compound', 'HOOK'), ('HOOK', 'pobj', 'TO'), ('DURING', 'prep', 'HOOK'), ('FLT', 'pobj', 'DURING'), (',', 'punct', 'HOOK'), ('FREE', 'amod', 'HOOK'), ('TO', 'prep', 'FREE'), ('TRAIL', 'pobj', 'TO'), ('IN', 'prep', 'FREE'), ('SLIPSTREAM', 'pobj', 'IN'), (',', 'punct', 'CABLE'), ('STRUCK', 'ROOT', 'STRUCK'), ('T', 'nmod', 'R.'), ('/', 'punct', 'R.'), ('R.', 'attr', 'STRUCK'), ('                   ', '', 'R.')]",0.4,[]
19770703018529A,OIL TEMP BULB RETAINING NUT FINGER TIGHT.FIRST FLT AFTR ANNUAL.                                                    ,[],"[('ANNUAL', 'DATE')]","[('OIL', 'NOUN'), ('TEMP', 'NOUN'), ('BULB', 'NOUN'), ('RETAINING', 'VERB'), ('NUT', 'NOUN'), ('FINGER', 'NOUN'), ('TIGHT.FIRST', 'PROPN'), ('FLT', 'PROPN'), ('AFTR', 'PROPN'), ('ANNUAL', 'PROPN'), ('.', 'PUNCT'), ('                                                   ', 'SPACE')]","['oil', 'temp', 'bulb', 'retain', 'nut', 'finger', 'TIGHT.FIRST', 'FLT', 'AFTR', 'ANNUAL', '.', '                                                   ']","[('OIL', 'compound', 'TEMP'), ('TEMP', 'compound', 'BULB'), ('BULB', 'nsubj', 'ANNUAL'), ('RETAINING', 'amod', 'ANNUAL'), ('NUT', 'compound', 'ANNUAL'), ('FINGER', 'compound', 'ANNUAL'), ('TIGHT.FIRST', 'compound', 'ANNUAL'), ('FLT', 'compound', 'AFTR'), ('AFTR', 'compound', 'ANNUAL'), ('ANNUAL', 'ROOT', 'ANNUAL'), ('.', 'punct', 'ANNUAL'), ('                                                   ', '', '.')]",0.0,[]
19770706020519A,AN175-16 HAD PULLED THROUGH TORQUE LINK CENTER SCISSORS.WASHER CRACKED & SEPARATED FRM BOLT.                       ,[],"[('AN175-16', 'LAW'), ('TORQUE LINK CENTER', 'ORG')]","[('AN175', 'PROPN'), ('-', 'PUNCT'), ('16', 'NUM'), ('HAD', 'VERB'), ('PULLED', 'VERB'), ('THROUGH', 'ADP'), ('TORQUE', 'PROPN'), ('LINK', 'PROPN'), ('CENTER', 'PROPN'), ('SCISSORS.WASHER', 'PROPN'), ('CRACKED', 'PROPN'), ('&', 'CCONJ'), ('SEPARATED', 'VERB'), ('FRM', 'PROPN'), ('BOLT', 'PROPN'), ('.', 'PUNCT'), ('                      ', 'SPACE')]","['AN175', '-', '16', 'have', 'pull', 'through', 'TORQUE', 'LINK', 'CENTER', 'SCISSORS.WASHER', 'CRACKED', '&', 'separate', 'FRM', 'BOLT', '.', '                      ']","[('AN175', 'nsubj', 'PULLED'), ('-', 'punct', '16'), ('16', 'nummod', 'AN175'), ('HAD', 'aux', 'PULLED'), ('PULLED', 'ROOT', 'PULLED'), ('THROUGH', 'prep', 'PULLED'), ('TORQUE', 'compound', 'CENTER'), ('LINK', 'compound', 'CENTER'), ('CENTER', 'pobj', 'THROUGH'), ('SCISSORS.WASHER', 'compound', 'CRACKED'), ('CRACKED', 'amod', 'BOLT'), ('&', 'cc', 'CRACKED'), ('SEPARATED', 'conj', 'CRACKED'), ('FRM', 'compound', 'BOLT'), ('BOLT', 'ROOT', 'BOLT'), ('.', 'punct', 'BOLT'), ('                      ', '', '.')]",-0.1,[]
19770912040629A,APRX 1745LBS OVR MAX GWT.ENG NOT FEATHERED.AUTOFEATHER NOT CONNECTED.100 OCTANE FUEL.                              ,[],"[('APRX', 'ORG'), ('OVR MAX', 'ORG')]","[('APRX', 'PROPN'), ('1745LBS', 'NUM'), ('OVR', 'PROPN'), ('MAX', 'PROPN'), ('GWT.ENG', 'PROPN'), ('NOT', 'ADV'), ('FEATHERED.AUTOFEATHER', 'PROPN'), ('NOT', 'ADV'), ('CONNECTED.100', 'NUM'), ('OCTANE', 'NOUN'), ('FUEL', 'NOUN'), ('.', 'PUNCT'), ('                             ', 'SPACE')]","['APRX', '1745lbs', 'OVR', 'MAX', 'GWT.ENG', 'not', 'FEATHERED.AUTOFEATHER', 'not', 'connected.100', 'octane', 'fuel', '.', '                             ']","[('APRX', 'ROOT', 'APRX'), ('1745LBS', 'compound', 'MAX'), ('OVR', 'compound', 'MAX'), ('MAX', 'appos', 'APRX'), ('GWT.ENG', 'ROOT', 'GWT.ENG'), ('NOT', 'pobj', 'GWT.ENG'), ('FEATHERED.AUTOFEATHER', 'ROOT', 'FEATHERED.AUTOFEATHER'), ('NOT', 'neg', 'CONNECTED.100'), ('CONNECTED.100', 'ROOT', 'CONNECTED.100'), ('OCTANE', 'compound', 'FUEL'), ('FUEL', 'dobj', 'CONNECTED.100'), ('.', 'punct', 'CONNECTED.100'), ('                             ', '', '.')]",0.0,[]
