,c5_id,c119_input,input,corefs
2162,19990515020569A,"ON MAY 15, 1999, AT 1754 ALASKA DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTAN","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁cow', 'ling', '▁opened', '▁on', '▁climb', 'out', '.', '▁declared', '▁emergency', '▁and', '▁returned', '.', '▁no', '▁cause', '▁for', '▁in', 'f', 'light', '▁opening', '▁found', '.', '</s>']",[]
2163,19990518014329I,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁door', '▁opened', '▁', 'en', '▁route', '.', '▁', 'unable', '▁to', '▁communicate', '▁with', '▁tower', '.', '▁disrupt', 'e', 'd', '▁traffic', '.', '▁', 'landed', '▁safely', '.', '</s>']","[[[0, 0], [8, 8], [10, 10]], [[4, 4], [12, 14]], [[18, 18], [20, 20]]]"
2164,19980705015659A,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁tower', '▁advised', '▁pilot', '▁fuel', '▁vent', 'ing', '▁from', '▁tank', '▁after', '▁departure', '.', '▁returned', '.', '▁spring', '▁loaded', '▁fuel', '▁cap', '▁had', '▁', 'popped', '▁open', '.', '</s>']","[[[1, 5], [11, 11]]]"
2165,19990603013999I,FUEL COP IMPROPERLY SECURED AFTER FUELDING. CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING T,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁departure', '▁from', '▁bo', 'ston', '▁', 'unable', '▁to', '▁retract', '▁nose', '▁gear', '.', '▁ground', '▁crew', '▁failed', '▁to', '▁close', '▁exterior', '▁gear', '▁handle', '▁lever', '.', '</s>']",[]
2166,19990511020019I,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁fire', '▁from', '▁right', '▁engine', '▁on', '▁climb', ',', '▁returned', '.', '▁oil', '▁leak', '▁onto', '▁hot', '▁exhaust', '▁system', '▁from', '▁', 'unsecured', '▁oil', '▁dip', 'stick', '.', '</s>']",[]
2167,19980716021779I,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'tur', 'bul', 'ence', '▁on', '▁climb', 'out', '.', '▁flick', '▁magnet', 'o', '▁broke', '▁loose', '▁in', '▁baggage', '▁space', '▁and', '▁crashed', '▁through', '▁rear', '▁window', '.', '</s>']",[]
2168,19990613006919A,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁oil', '▁started', '▁spray', 'ing', '▁upon', '▁windshield', '▁in', '▁flight', '.', '▁precaution', 'ary', '▁landing', '.', '▁found', '▁oil', '▁dip', 'stick', '▁had', '▁been', '▁left', '▁off', '.', '</s>']",[]
2169,19980718023639A,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁failed', '.', '▁forced', '▁landing', '▁in', '▁field', '.', '▁left', '▁fuel', '▁tank', '▁cap', '▁missing', '.', '▁had', '▁negative', '▁pressure', '▁fuel', '▁star', 'v', 'ation', '.', '</s>']",[]
2170,19990621014469I,"ON JULY 21, 1999, A DEHAVILLAND DHC-8-102, S/N 308, N810EX, OPERATED BY ALLEGHENY AIRLINES INC., ACCOMPLISHED A PRE","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gear', '▁handle', '▁was', '▁in', '▁up', '▁position', '▁and', '▁crew', '▁failed', '▁to', '▁notice', '.', '▁nose', '▁gear', '▁', 're', 'tracted', '▁when', '▁engine', '▁was', '▁started', '.', '</s>']",[]
2171,19990526022619I,"(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT MESA AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE MESA RAMP ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁power', '▁on', '▁over', 'water', '▁climb', 'out', '▁and', '▁ditch', 'e', 'd', '.', '▁had', '▁failed', '▁to', '▁turn', '▁on', '▁required', '▁boost', '▁pump', '▁switches', '.', '</s>']","[[[14, 15], [25, 25]]]"
2172,19990703029579I,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁started', '▁when', '▁pilot', '▁rotate', 'd', '▁propel', 'ler', '▁to', '▁check', '▁compression', '.', '▁magnet', 'o', 's', '▁were', '▁left', '▁on', '▁from', '▁previous', '▁flight', '.', '</s>']",[]
2173,19980729018239A,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁door', '▁came', '▁open', '▁on', '▁climb', 'out', '.', '▁', 'unable', '▁to', '▁close', '.', '▁', 'circ', 'ling', '▁to', '▁landing', '▁fle', 'w', '▁into', '▁ground', '.', '</s>']","[[[0, 0], [14, 14]]]"
2174,19990722029789I,"(-23) 9/9/99 - A MR. DAVE HILDEBRAND (717)886-2184 CALLED TO REPORT AN INCIDENT THAT OCCURRED ON 7/22/99, INVOLVING","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁encountered', '▁spatial', '▁dis', 'orient', 'ation', '▁on', '▁climbing', '▁turn', '▁after', '▁take', 'off', '.', '▁de', 'scended', '▁into', '▁ground', '.', '▁panel', '▁lights', '▁in', 'operative', '.', '</s>']",[]
2175,19980807020039A,"AIR TAXI HAD DIFFICULTY BECOMING AIRBORNE AFTER TAKEOFF, ACFT LEFT THE GROUND BRIEFLY, VEERED TO THE LEFT, AND WENT","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁smoke', '▁in', '▁cabin', '▁in', '▁flight', '.', '▁returned', '▁to', '▁airport', '.', '▁found', '▁burned', '▁', 'rag', '▁on', '▁top', '▁of', '▁', 'm', 'uff', 'ler', '.', '</s>']","[[[0, 1], [9, 9]]]"
2176,19990625023029I,(-23) OPERATED A/C IN AN UNAIRWORTHY CONDITION FOLLOWING A HYDRAULIC PROBLEM WHICH RESULTED IN OPERATING LANDING GE,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁oil', '▁fill', 'er', '▁cap', '▁not', '▁secured', '.', '▁ran', '▁out', '▁of', '▁useful', '▁oil', '.', '▁crashed', '▁in', '▁trees', '.', '▁generally', '▁poor', '▁engine', '▁maintenance', '.', '</s>']",[]
2177,19980817031319I,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁climb', 'out', '▁the', '▁left', '▁side', '▁of', '▁engine', '▁cow', 'ling', '▁came', '▁loose', '.', '▁returned', '▁to', '▁airport', '.', '▁', 'landed', '▁gear', '▁up', '.', '</s>']",[]
2178,19990701022969I,"(-23) APPROX. 8 MILES NORTH EAST OF BUNTING FIELD (DEPARTURE POINT) AT 800 FEET, THE PILOT EXPERIENCED LIGHT-MODERA","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁take', 'off', '▁roll', '▁right', '▁fuel', '▁cap', '▁separated', '▁from', '▁aircraft', '.', '▁cap', '▁went', '▁through', '▁rear', '▁rotating', '▁propel', 'ler', '.', '▁prop', '▁destroyed', '.', '</s>']",[]
2179,19980826027739I,"AFTER THE GILLESPIE FIELD (SEE) DEPARTURE, CRUISE POWER SETTING FL035, THE PILOT NOTICED THE ENGINE RPM EXCEEDED RE","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁flight', '▁crew', '▁failed', '▁to', '▁secure', '▁right', '▁door', '▁of', '▁nose', '▁compartment', '.', '▁flight', '▁bag', '▁exit', 'e', 'd', '▁while', '▁taxi', 'ing', '▁to', '▁gate', '.', '</s>']",[]
2180,19980826043009I,(-5)PIC UNLATCHED THE RH ENGINE COWLING IN PREPARATION TO SHOW THE CO-PILOT HOW TO DO A MORE THOROUGH PRE-FLIGHT IN,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁door', '▁warning', '▁light', '▁on', '▁in', '▁flight', '.', '▁lost', '▁index', '▁finger', '▁when', '▁door', '▁opened', '.', '▁', 'landed', '▁safely', '.', '▁taken', '▁to', '▁hospital', '.', '</s>']",[]
2181,19990708008519A,"TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁door', '▁closed', '▁with', '▁', 'r', '-1', '▁barrier', '▁strap', '▁and', '▁buckle', '▁outside', '.', '▁pilot', '▁heard', '▁noise', '.', '▁du', 'mped', '▁fuel', '▁and', '▁returned', '.', '</s>']",[]
2182,19990910030979A,"(.19) ON SEPTEMBER 10, 1999, AT 1932 EASTERN DAYLIGHT TIME, A REICHERT MJ-77, N51MJ, OPERATED BY A COMMERCIALLY RAT","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'f', 't', '▁rear', '▁cargo', '▁door', '▁came', '▁open', '▁', 'en', '▁route', '.', '▁', 'inspected', '▁locking', '▁assembly', '.', '▁found', '▁', 'ok', '.', '</s>']",[]
2183,19990719009299A,"AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁noticed', '▁oil', '▁coming', '▁out', '▁of', '▁cow', 'ling', '.', '▁precaution', 'ary', '▁landing', '▁on', '▁road', '.', '▁pilot', '▁had', '▁left', '▁oil', '▁cap', '▁off', '.', '</s>']",[]
2184,19990722047379A,"(.4) WAITING ON THE RAMP FOR TAXI INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁left', '▁engine', '.', '▁shutdown', '▁then', '▁right', '▁lost', '▁power', '.', '▁crashed', '▁near', '▁county', '▁road', ',', '▁no', '▁mechanical', '.', '▁fuel', '▁tanks', '▁empty', '.', '</s>']",[]
2185,19990728010059A,"ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gust', 'y', '▁wind', '▁on', '▁landing', '.', '▁elected', '▁go', '▁around', '.', '▁du', 'mped', '▁flap', 's', '.', '▁lost', '▁lift', '▁and', '▁', 'impacted', '▁runway', '.', '</s>']",[]
2186,19991004029499I,"(-23) FIVE MINUTES AFTER ESTABLISHING CRUISE AT 11,000' THE DOOR UNLATCHED. THE PILOT COULD NOT HEAR THE RADIO OVER","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁burning', '▁oil', '▁fum', 'e', 's', '▁on', '▁climb', 'out', '.', '▁returned', '▁to', '▁airport', '.', '▁residual', '▁oil', '▁on', '▁turbo', '▁charger', '.', '▁new', '▁aircraft', '.', '</s>']",[]
2187,19990901042539A,"(.4)THE PILOT REPORTED THAT THE ENGINE RPM BEGAN DECREASING DURING THE TAKEOFF CLIMB, ABOUT 200 TO 300 FEET AGL, WH","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁electrical', '▁system', '▁emergency', '.', '▁', 'landed', '▁at', '▁be', 'th', '▁page', '▁instead', '▁fr', 'g', '.', '▁apparently', '▁failed', '▁to', '▁turn', '▁on', '▁altern', 'ators', '.', '</s>']",[]
2188,19981027039419I,"(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁on', '▁take', '▁off', '▁run', ',', '▁canopy', '▁opened', '▁due', '▁to', '▁latch', '▁not', '▁being', '▁adequately', '▁secured', '.', '▁pilot', '▁was', '▁distracted', '▁trying', '▁to', '</s>']","[[[4, 4], [14, 14]]]"
2189,19991105036659A,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁nose', 'ge', 'ar', '▁mechanism', '▁failed', '▁and', '▁allowed', '▁nose', 'ge', 'ar', '▁to', '▁collapse', '▁on', '▁touchdown', '.', '▁investigation', '▁indicates', '▁air', 'cra', 'f', '</s>']",[]
2190,19981115045229I,(-5) WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT (LAF) THE STUDENT PILOT LOST CONTROL OF THE AIRCRAF,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁nose', 'd', '▁over', '▁on', '▁take', 'off', '▁roll', '▁when', '▁rotation', '▁attempted', '▁on', '▁test', '▁flight', '.', '▁elevator', '▁cables', '▁hooked', '▁up', '▁back', 'ward', 's', '.', '</s>']",[]
2191,19981201042629I,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁pilot', '▁stated', '▁to', '▁two', '▁interview', 'ing', '▁inspector', 's', ',', '▁', 'he', '▁and', '▁passengers', '▁were', '▁in', '▁level', '▁flight', '▁at', '▁approximately', '▁250', '</s>']",[]
2192,19981210043729I,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁smoke', '▁in', '▁cockpit', '▁returning', '▁to', '▁base', '▁pilot', '▁panic', 'ked', '.', '▁crash', '▁', 'landed', '.', '▁apparently', '▁activate', 'd', '▁the', '▁wind', '▁check', '▁smoker', '.', '</s>']",[]
2193,19991217045189A,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gear', '▁', 're', 'traction', '▁due', '▁gear', '▁select', 'or', '▁in', '▁the', '▁up', '▁position', '.', '▁settled', '▁back', '▁to', '▁runway', '▁after', '▁initial', '▁lift', '▁off', '.', '</s>']",[]
2194,19990930029029A,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁right', '▁main', '▁gear', '▁folded', '▁landing', '▁at', '▁', 'c', 'g', 'i', '▁had', '▁', 'departed', '▁prior', '▁to', '▁maintenance', '▁work', '▁on', '▁gear', '▁was', '▁completed', '.', '</s>']",[]
2195,19990110039219I,"(.23) AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁during', '▁take', '-', 'off', '▁and', '▁upon', '▁rotation', '▁the', '▁pilot', '▁stated', '▁the', '▁aircraft', '▁appeared', '▁extremely', '▁heavy', '▁and', '▁did', '▁not', '▁', 'wan', '</s>']","[[[19, 19]]]"
2196,19990120005769I,(-5)ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE. INSPECTORS ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁distracted', '▁', 'rolled', '▁off', '▁edge', '▁taxi', 'way', '▁tail', '▁hit', '▁ground', '.', '▁continued', '▁to', '▁operate', '.', '▁later', '▁found', '▁more', '▁damage', '▁than', '▁reported', '.', '</s>']",[]
2197,19990216038189I,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁positioning', '▁flight', '▁lost', '▁cabin', '▁door', '▁off', '▁aircraft', '.', '▁cabin', '▁crew', 'man', '▁apparently', '▁failed', '▁latch', '▁door', '.', '▁warning', '▁light', '▁in', 'o', 'p', '.', '</s>']",[]
2198,19950326015149I,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁battery', '▁acid', '▁spill', 'e', 'd', '▁in', '▁forward', '▁cargo', '▁hole', '▁from', '▁electric', '▁wheel', '▁chair', '.', '▁captain', '▁failed', '▁note', '▁', 'haz', 'mat', '▁condition', '.', '</s>']","[[[7, 9], [18, 20]]]"
2199,19991210035729I,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁in', 'effective', '▁elevator', '▁control', '▁became', '▁apparent', '▁during', '▁take', '▁off', '▁roll', '.', '▁(', '▁ongoing', '▁investigation', '▁to', '▁determine', '▁cause', '</s>']",[]
2200,19990401002899A,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁an', '1', '75', '-16', '▁had', '▁pulled', '▁through', '▁torque', '▁link', '▁center', '▁scissors', '.', '▁washer', '▁cracked', '▁', '&', '▁separated', '▁fr', 'm', '▁bolt', '.', '</s>']",[]
2201,19990405003079A,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gear', '▁collapse', 'd', '▁on', '▁roll', 'out', '.', '▁pilot', '▁had', '▁electrical', '▁failure', '▁on', '▁final', '.', '▁failed', '▁to', '▁use', '▁emergency', '▁gear', '▁extension', '.', '</s>']",[]
2202,19950411007199A,ON DOWNWIND LOW ROTOR RPM. AUTOROTATED. LANDED OFF FIELD. SKIDS DUG IN. ROLLED. NO DEFECTS. KNOWN FALSE ROTOR HORN.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'wing', '▁', 'float', 's', '▁damaged', '▁on', '▁landing', '.', '▁nose', '▁gar', '▁door', '▁link', 'age', '▁had', '▁broken', '▁', 'causing', '▁sharp', '▁turn', '.', '</s>']",[]
2203,19950419014719A,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁aircraft', '▁struck', '▁ditch', '▁while', '▁taxi', 'ing', '▁at', '▁night', '▁without', '▁taxi', '▁light', '.', '▁battery', '▁was', '▁too', '▁weak', '▁due', '▁to', '▁generator', '▁failure', '.', '</s>']","[[[4, 5], [17, 19]]]"
2204,19950510025289I,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁baggage', '▁cart', '▁was', '▁', 'blown', '▁into', '▁', 'parked', '▁aircraft', '▁by', '▁jet', '▁blast', '.', '▁brake', 's', '▁were', '▁in', 'operative', '▁on', '▁cart', '.', '</s>']","[[[2, 3], [14, 14]]]"
2205,19990520026209A,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁dip', '▁stick', '▁not', '▁properly', '▁secured', '.', '▁engine', '▁shut', '▁down', '▁due', '▁to', '▁oil', '▁loss', '.', '▁single', '▁generator', '▁failed', '▁due', '▁to', '▁overload', '.', '</s>']","[[[3, 4], [7, 7], [17, 17]]]"
2206,19950513047619A,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁fal', 'ure', '▁followed', '▁by', '▁total', '▁electrical', '▁failure', '.', '▁battery', '▁known', '▁to', '▁be', '▁bad', '.', '▁fuel', '▁control', '▁unit', '▁poor', '▁condition', '.', '</s>']",[]
2207,19990528006079A,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁both', '▁generator', '▁circuit', '▁break', 'ers', '▁out', '.', '▁pilot', '▁did', '▁not', '▁reset', '▁break', 'ers', '▁', 't', 't', 'empt', '▁manual', '▁gear', '▁extension', '.', '</s>']",[]
2208,19950516029439I,DISTRACTED ROLLED OFF EDGE TAXIWAY TAIL HIT GROUND. CONTINUED TO OPERATE. LATER FOUND MORE DAMAGE THAN REPORTED.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gear', '▁collapse', 'd', '▁after', '▁landing', '▁due', '▁to', '▁broken', '▁extension', '▁cable', '.', '▁emergency', '▁extension', '▁crank', '▁not', '▁properly', '▁', 's', 't', 'owed', '.', '</s>']",[]
2209,19950519013859A,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁failed', '▁to', '▁secure', '▁oil', '▁cap', '▁on', '▁pre', 'f', 'light', '.', '▁oil', '▁was', '▁streaming', '▁over', '▁cow', 'l', '▁at', '▁lift', 'off', '.', '</s>']",[]
2210,19990714022959I,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁failed', '▁during', '▁take', 'off', '.', '▁pilot', '▁attempted', '▁return', '▁to', '▁runway', '.', '▁in', 'sufficient', '▁al', 'titude', '.', '▁water', '▁in', '▁fuel', '.', '</s>']","[[[5, 6], [7, 7]]]"
2211,19990715022879I,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁air', 'stair', '▁door', '▁came', '▁open', '▁after', '▁take', 'off', '.', '▁during', '▁landing', '▁door', '▁drug', '▁on', '▁runway', '▁', 'tearing', '▁loose', '▁from', '▁aircraft', '.', '</s>']",[]
2212,19950602032329I,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁stopped', '▁after', '▁lift', 'off', '▁on', '▁', 'a', '▁touch', '▁and', '▁go', '▁landing', '.', '▁hit', '▁trees', '.', '▁found', '▁water', '▁in', '▁fuel', '.', '</s>']",[]
2213,19990717035079A,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁wind', '▁raised', '▁light', '▁', 's', 'ling', '▁load', '.', '▁cable', '▁hit', '▁tail', 'rot', 'or', '.', '▁made', '▁hard', '▁autor', 'o', 'tate', '▁landing', '.', '</s>']",[]
2214,19990802033029I,"(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁failed', '▁to', '▁check', '▁position', '▁of', '▁gear', '▁knob', '▁during', '▁pre', 'f', 'light', '.', '▁', 're', 'tracted', '▁on', '▁take', 'off', '▁roll', '.', '</s>']",[]
